股票代號,股票名稱,買進,賣出,現金償還,前日餘額,今日餘額,限額,買進,賣出,現券償還,前日餘額,今日餘額,限額,資券互抵,註記,日期
1521,大億,54,109,0,477,422,"19,057",0,2,0,0,2,"19,057",0, ,20231215
1522,堤維西,537,796,0,"9,521","9,262","78,224",8,9,0,481,482,"78,224",15, ,20231215
1524,耿鼎,795,"1,327",0,"9,356","8,824","41,327",307,27,0,"1,785","1,505","41,327",5, ,20231215
1525,江申,32,42,0,"1,555","1,545","18,350",0,0,0,161,161,"18,350",0, ,20231215
1526,日馳,5,2,1,"2,885","2,887","15,000",0,0,0,6,6,"15,000",0, ,20231215
1527,鑽全,1,0,0,681,682,"34,642",0,0,0,4,4,"34,642",0, ,20231215
1528,恩德,15,70,0,"7,869","7,814","47,832",0,0,0,0,0,"47,832",1, ,20231215
1529,樂事綠能,218,286,1,"7,780","7,711","37,644",18,3,0,159,144,"37,644",2, ,20231215
1530,亞崴,2,0,0,277,279,"24,148",0,0,0,0,0,"24,148",0, ,20231215
1531,高林股,2,10,0,423,415,"45,902",0,0,0,0,0,"45,902",0, ,20231215
1532,勤美,60,38,0,"6,448","6,470","94,502",0,0,0,153,153,"94,502",0, ,20231215
1533,車王電,8,8,5,"2,496","2,491","24,636",4,0,0,36,32,"24,636",0, ,20231215
1535,中宇,0,1,0,77,76,"30,935",0,0,0,0,0,"30,935",0, ,20231215
1536,和大,125,19,7,"4,009","4,108","69,879",42,0,0,53,11,"69,879",0, ,20231215
1537,廣隆,7,0,0,81,88,"20,516",0,0,0,0,0,"20,516",0, ,20231215
1538,正峰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
1539,巨庭,4,10,0,"2,164","2,158","16,342",0,0,0,8,8,"16,342",0, ,20231215
1540,喬福,62,290,0,"2,483","2,255","21,368",0,0,0,1,1,"21,368",0, ,20231215
1541,錩泰,0,1,0,270,269,"19,700",0,0,0,1,1,"19,700",0, ,20231215
1558,伸興,0,0,0,408,408,"16,633",0,0,0,0,0,"16,633",0, ,20231215
1560,中砂,329,493,0,"5,506","5,342","36,227",32,7,0,858,833,"36,227",0, ,20231215
1568,倉佑,157,339,0,"4,360","4,178","25,771",15,1,0,204,190,"25,771",0, ,20231215
1582,信錦,332,542,2,"6,749","6,537","33,942",43,37,137,730,587,"33,942",0, ,20231215
1583,程泰,3,1,0,45,47,"27,600",0,0,0,0,0,"27,600",0, ,20231215
1587,吉茂,1,4,1,"1,001",997,"17,156",0,0,0,2,2,"17,156",0, ,20231215
1589,永冠-KY,118,79,0,"6,202","6,241","29,533",1,0,0,298,297,"29,533",0, ,20231215
1590,亞德客-KY,2,6,0,264,260,"49,999",0,0,0,1,1,"49,999",0, ,20231215
1597,直得,0,2,1,650,647,"22,315",0,0,0,1,1,"22,315",0, ,20231215
1598,岱宇,19,48,0,"4,278","4,249","39,902",0,5,0,5,10,"39,902",0, ,20231215
1603,華電,171,363,0,"7,622","7,430","47,922",0,1,0,118,119,"47,922",2, ,20231215
1604,聲寶,50,13,0,705,742,"96,050",1,0,0,6,5,"96,050",0, ,20231215
1605,華新,"2,842","7,133",20,"63,163","58,852","1,007,833",30,248,0,491,709,"1,007,833",41, ,20231215
1608,華榮,485,559,0,"7,656","7,582","158,193",0,29,0,27,56,"158,193",36, ,20231215
1609,大亞,672,645,46,"33,237","33,218","179,670",24,3,0,893,872,"179,670",14, ,20231215
1611,中電,144,81,0,"7,194","7,257","80,683",0,0,0,18,18,"80,683",3, ,20231215
1612,宏泰,315,402,4,"4,997","4,906","79,020",39,2,0,108,71,"79,020",14, ,20231215
1614,三洋電,0,1,0,347,346,"67,278",0,0,0,0,0,"67,278",0, ,20231215
1615,大山,65,93,0,"1,026",998,"40,930",0,0,3,3,0,"40,930",0, ,20231215
1616,億泰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
1617,榮星,3,5,0,184,182,"39,449",0,0,0,0,0,"39,449",0, ,20231215
1618,合機,554,"1,618",0,"6,962","5,898","48,172",281,15,0,885,619,"48,172",14, ,20231215
1626,艾美特-KY,0,20,0,"1,810","1,790","38,205",0,0,0,0,0,"38,205",0, ,20231215
1701,中化,37,50,1,"5,886","5,872","74,520",2,0,0,34,32,"74,520",0, ,20231215
1702,南僑,3,1,0,836,838,"73,533",0,0,0,1,1,"73,533",0, ,20231215
1707,葡萄王,0,3,0,829,826,"34,071",0,0,0,0,0,"34,071",0, ,20231215
1708,東鹼,68,79,3,"6,034","6,020","62,250",0,1,0,10,11,"62,250",0, ,20231215
1709,和益,29,8,0,"2,200","2,221","119,254",0,0,0,11,11,"119,254",0, ,20231215
1710,東聯,144,106,0,"3,323","3,361","221,425",0,0,0,7,7,"221,425",0, ,20231215
1711,永光,71,75,3,"5,949","5,942","136,938",0,0,0,19,19,"136,938",0, ,20231215
1712,興農,16,22,0,"1,740","1,734","105,123",2,1,0,19,18,"105,123",0, ,20231215
1713,國化,54,9,0,"3,406","3,451","37,737",2,0,0,12,10,"37,737",0, ,20231215
1714,和桐,163,231,0,"7,879","7,811","254,206",0,3,0,73,76,"254,206",1, ,20231215
1717,長興,10,28,0,"4,095","4,077","294,566",0,0,0,10,10,"294,566",0, ,20231215
1718,中纖,610,242,"1,262","19,690","18,796","421,476",0,0,0,5,5,"421,476",0, ,20231215
1720,生達,24,84,5,"1,786","1,721","44,674",0,0,0,5,5,"44,674",0, ,20231215
1721,三晃,64,76,1,"5,865","5,852","41,428",0,0,0,190,190,"41,428",0, ,20231215
1722,台肥,902,213,0,"1,830","2,519","245,000",0,6,0,41,47,"245,000",2, ,20231215
1723,中碳,8,34,0,350,324,"59,226",13,0,0,15,2,"59,226",0, ,20231215
1725,元禎,0,5,0,130,125,"45,457",0,0,0,0,0,"45,457",0, ,20231215
1726,永記,1,0,0,4,5,"40,500",0,0,0,0,0,"40,500",0, ,20231215
1727,中華化,46,129,0,"5,343","5,260","29,616",0,7,0,353,360,"29,616",0, ,20231215
1730,花仙子,0,0,0,5,5,"15,808",0,0,0,0,0,"15,808",0, ,20231215
1731,美吾華,8,2,0,653,659,"33,228",0,0,0,2,2,"33,228",0, ,20231215
1732,毛寶,7,14,0,"1,031","1,024","10,610",17,10,0,267,260,"10,610",0, ,20231215
1733,五鼎,59,24,0,837,872,"24,987",0,1,0,1,2,"24,987",0, ,20231215
1734,杏輝,19,43,0,"3,805","3,781","41,930",0,0,0,7,7,"41,930",0, ,20231215
1735,日勝化,0,1,0,83,82,"24,847",0,0,0,0,0,"24,847",0, ,20231215
1736,喬山,28,29,0,"2,846","2,845","75,904",1,6,0,110,115,"75,904",0, ,20231215
1737,臺鹽,5,0,0,340,345,"50,000",0,0,0,0,0,"50,000",0, ,20231215
1752,南光,48,117,0,"3,223","3,154","25,247",0,0,0,57,57,"25,247",0, ,20231215
1760,寶齡富錦,50,36,3,"7,254","7,265","21,434",1,1,0,110,110,"21,434",0, ,20231215
1762,中化生,19,38,0,"3,157","3,138","19,390",1,47,0,148,194,"19,390",0, ,20231215
1773,勝一,13,14,0,"1,126","1,125","62,500",0,0,0,1,1,"62,500",1, ,20231215
1776,展宇,0,2,0,338,336,"15,027",0,0,0,0,0,"15,027",0, ,20231215
1783,和康生,5,26,0,"1,871","1,850","20,058",0,0,0,10,10,"20,058",0, ,20231215
1786,科妍,1,28,0,"2,153","2,126","16,932",0,0,0,22,22,"16,932",0, ,20231215
1789,神隆,11,23,0,"6,135","6,123","197,684",0,0,0,0,0,"197,684",0, ,20231215
1795,美時,604,754,5,"16,151","15,996","61,860",13,63,0,715,765,"61,860",2, ,20231215
1802,台玻,341,481,10,"14,130","13,980","727,015",12,13,0,385,386,"727,015",2, ,20231215
1805,寶徠,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
1806,冠軍,164,157,0,"3,036","3,043","97,600",2,9,0,9,16,"97,600",2, ,20231215
1808,潤隆,27,16,0,"5,141","5,152","112,756",0,5,0,5,10,"112,756",0, ,20231215
1809,中釉,"1,403",259,3,"5,378","6,519","41,760",0,71,3,114,182,"41,760",3, ,20231215
1810,和成,91,271,0,"19,703","19,523","75,575",2,0,0,67,65,"75,575",0, ,20231215
1817,凱撒衛,3,0,0,"3,462","3,465","18,150",0,0,0,0,0,"18,150",0, ,20231215
1903,士紙,67,40,0,"3,605","3,632","65,009",0,0,0,1,1,"65,009",0, ,20231215
1904,正隆,63,51,1,"2,893","2,904","277,068",0,0,0,8,8,"277,068",0, ,20231215
1905,華紙,592,783,0,"17,044","16,853","275,708",0,3,0,122,125,"275,708",5, ,20231215
1906,寶隆,5,1,0,"3,793","3,797","37,750",0,0,0,0,0,"37,750",0, ,20231215
1907,永豐餘,50,133,0,"21,346","21,263","415,092",5,129,0,187,311,"415,092",1, ,20231215
1909,榮成,151,48,0,"7,124","7,227","331,921",1,1,0,14,14,"331,921",1, ,20231215
2002,中鋼,"2,539","2,568",46,"19,412","19,337","3,933,715",27,176,0,473,622,"3,933,715",5, ,20231215
2006,東和鋼鐵,224,124,0,"1,110","1,210","182,553",0,1,0,47,48,"182,553",2, ,20231215
2007,燁興,741,298,0,"2,136","2,579","42,366",0,42,0,166,208,"42,366",5, ,20231215
2008,高興昌,88,27,0,42,103,"47,713",0,0,0,0,0,"47,713",0, ,20231215
2009,第一銅,"1,370",518,0,"3,515","4,367","89,905",0,57,0,182,239,"89,905",43, ,20231215
2010,春源,503,154,0,"1,983","2,332","161,913",0,0,0,0,0,"161,913",12, ,20231215
2012,春雨,207,11,0,254,450,"75,540",0,0,0,0,0,"75,540",1, ,20231215
2013,中鋼構,18,3,0,187,202,"50,000",0,0,0,1,1,"50,000",0, ,20231215
2014,中鴻,"5,449","2,831",0,"15,288","17,906","358,886",51,487,0,433,869,"358,886",146, ,20231215
2015,豐興,41,0,0,92,133,"145,399",0,0,0,0,0,"145,399",0, ,20231215
2017,官田鋼,"1,833",233,0,"14,236","15,836","111,718",15,5,0,22,12,"111,718",20, ,20231215
2020,美亞,742,97,0,"1,633","2,278","55,631",0,0,0,1,1,"55,631",9, ,20231215
2022,聚亨,620,233,0,"1,734","2,121","84,292",0,39,0,0,39,"84,292",0, ,20231215
2023,燁輝,"1,989",680,14,"7,321","8,616","487,292",6,134,0,55,183,"487,292",17, ,20231215
2024,志聯,15,1,0,76,90,"24,375",0,0,0,0,0,"24,375",2, ,20231215
2025,千興,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2027,大成鋼,"3,075","2,024",23,"12,221","13,249","608,565",18,29,0,437,448,"608,565",27, ,20231215
2028,威致,544,159,0,"1,828","2,213","81,428",0,7,0,0,7,"81,428",0, ,20231215
2029,盛餘,216,93,0,948,"1,071","80,295",0,17,0,45,62,"80,295",1, ,20231215
2030,彰源,497,207,2,"3,061","3,349","70,131",0,25,0,36,61,"70,131",0, ,20231215
2031,新光鋼,"1,632",774,3,"3,355","4,210","80,286",20,105,0,158,243,"80,286",25, ,20231215
2032,新鋼,498,185,49,"1,168","1,432","32,630",0,20,0,0,20,"32,630",4, ,20231215
2033,佳大,695,452,0,"1,500","1,743","20,173",0,1,0,11,12,"20,173",4, ,20231215
2034,允強,301,94,0,"1,789","1,996","112,334",0,5,0,107,112,"112,334",10, ,20231215
2038,海光,"1,083",223,0,"2,740","3,600","47,581",1,92,0,10,101,"47,581",0, ,20231215
2049,上銀,30,62,1,"2,152","2,119","88,448",0,10,0,120,130,"88,448",0, ,20231215
2059,川湖,219,358,0,"3,726","3,587","23,824",12,5,0,243,236,"23,824",1, ,20231215
2062,橋椿,1,8,10,997,980,"49,998",0,0,0,26,26,"49,998",0, ,20231215
2069,運錩,716,187,115,"1,957","2,371","41,596",0,6,0,52,58,"41,596",0, ,20231215
2101,南港,29,41,0,"14,969","14,957","208,483",0,0,0,39,39,"208,483",0, ,20231215
2102,泰豐,9,61,0,"2,841","2,789","118,332",3,0,0,5,2,"118,332",0, ,20231215
2103,台橡,50,33,6,"3,682","3,693","206,427",1,0,0,14,13,"206,427",0, ,20231215
2104,國際中橡,9,29,0,"11,289","11,269","246,183",1,0,0,336,335,"246,183",1, ,20231215
2105,正新,47,86,0,"3,846","3,807","810,353",15,9,0,109,103,"810,353",0, ,20231215
2106,建大,8,7,0,"3,001","3,002","238,722",0,0,0,3,3,"238,722",0, ,20231215
2107,厚生,3,0,0,745,748,"75,898",0,0,0,0,0,"75,898",0, ,20231215
2108,南帝,8,18,0,"1,393","1,383","123,104",0,4,0,297,301,"123,104",0, ,20231215
2109,華豐,62,29,0,533,566,"69,837",0,0,0,0,0,"69,837",14, ,20231215
2114,鑫永銓,0,0,0,94,94,"19,497",0,0,0,0,0,"19,497",0, ,20231215
2115,六暉-KY,5,0,7,289,287,"24,850",0,0,0,0,0,"24,850",0, ,20231215
2201,裕隆,894,817,0,"33,741","33,818","267,500",60,19,0,763,722,"267,500",6, ,20231215
2204,中華,"2,864","2,374",0,"11,084","11,574","138,405",12,26,0,703,717,"138,405",5, ,20231215
2206,三陽工業,260,212,20,"15,120","15,148","199,372",6,12,0,147,153,"199,372",0, ,20231215
2207,和泰車,3,4,0,117,116,"139,275",0,0,0,0,0,"139,275",0, ,20231215
2208,台船,0,176,0,"5,361","5,185",0,0,0,0,0,0,0,0,OX ,20231215
2211,長榮鋼,760,336,0,"1,369","1,793","104,272",10,22,0,57,69,"104,272",8, ,20231215
2228,劍麟,13,6,0,"1,419","1,426","18,945",0,0,0,0,0,"18,945",0, ,20231215
2231,為升,10,47,4,"7,705","7,664","35,229",0,0,0,14,14,"35,229",0, ,20231215
2233,宇隆,40,55,10,"2,564","2,539","15,072",3,0,0,54,51,"15,072",0, ,20231215
2236,百達-KY,343,265,0,"3,809","3,887","12,338",0,116,0,207,323,"12,338",1, ,20231215
2239,英利-KY,1,83,0,"3,117","3,035","30,084",0,7,0,1,8,"30,084",0, ,20231215
2241,艾姆勒,48,12,0,"3,448","3,484","26,150",0,168,0,528,696,"26,150",0, ,20231215
2243,宏旭-KY,15,26,0,"3,031","3,020","17,343",0,0,0,10,10,"17,343",1, ,20231215
2247,汎德永業,4,1,0,144,147,"20,177",0,0,0,0,0,"20,177",0, ,20231215
2250,IKKA-KY,10,9,0,448,449,"7,361",0,0,0,1,1,"7,361",0, ,20231215
2301,光寶科,721,"1,260",3,"26,461","25,919","592,061",46,4,0,396,354,"592,061",2, ,20231215
2302,麗正,57,33,1,"4,075","4,098","41,575",0,0,0,0,0,"41,575",2, ,20231215
2303,聯電,615,"5,524",33,"52,208","47,266","3,125,773",38,131,0,"3,971","4,064","3,125,773",3, ,20231215
2305,全友,53,29,0,"2,570","2,594","42,355",0,0,0,34,34,"42,355",0, ,20231215
2308,台達電,96,278,2,"4,280","4,096","649,385",5,8,0,64,67,"649,385",1, ,20231215
2312,金寶,400,274,2,"42,924","43,048","374,630",0,6,0,452,458,"374,630",1, ,20231215
2313,華通,"3,753","4,230",1,"34,170","33,692","297,955","1,378",527,2,"8,050","7,197","297,955",60, ,20231215
2314,台揚,0,6,0,281,275,0,0,0,0,0,0,0,0,OX ,20231215
2316,楠梓電,239,256,1,"4,717","4,699","45,685",15,0,0,244,229,"45,685",1, ,20231215
2317,鴻海,616,178,49,"42,947","43,336","3,465,747",12,0,0,673,661,"3,465,747",5, ,20231215
2321,東訊,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2323,中環,287,525,5,"44,423","44,180","272,337",3,30,0,557,584,"272,337",5, ,20231215
2324,仁寶,"1,771",688,0,"17,089","18,172","1,101,786",64,26,0,962,924,"1,101,786",5, ,20231215
2327,國巨,170,129,1,"2,993","3,033","105,786",10,4,0,413,407,"105,786",0, ,20231215
2328,廣宇,150,142,3,"11,303","11,308","129,586",2,1,0,16,15,"129,586",1, ,20231215
2329,華泰,"2,261","3,741",0,"27,604","26,124","138,827",427,180,0,"6,365","6,118","138,827",41, ,20231215
2330,台積電,186,"1,064",9,"15,473","14,586","6,483,017",3,25,0,49,71,"6,483,017",20, ,20231215
2331,精英,"1,846","1,539",0,"22,941","23,248","139,350",16,2,0,386,372,"139,350",3, ,20231215
2332,友訊,219,405,3,"18,710","18,521","150,709",0,1,0,344,345,"150,709",10, ,20231215
2337,旺宏,"1,608","1,372",101,"15,145","15,280","463,942",43,65,0,"1,191","1,213","463,942",16, ,20231215
2338,光罩,131,152,0,"9,588","9,567","64,111",3,1,0,235,233,"64,111",0, ,20231215
2340,台亞,277,207,0,"13,048","13,118","94,655",1,4,0,326,329,"94,655",0, ,20231215
2342,茂矽,14,28,2,"5,582","5,566","39,039",0,0,0,18,18,"39,039",0, ,20231215
2344,華邦電,"4,026","6,113",13,"36,747","34,647","1,045,000",28,527,21,"1,310","1,788","1,045,000",51, ,20231215
2345,智邦,273,153,0,"2,058","2,178","140,082",16,8,0,296,288,"140,082",0, ,20231215
2347,聯強,17,8,0,503,512,"416,986",0,0,0,56,56,"416,986",0, ,20231215
2348,海悅,40,10,0,682,712,"29,277",0,0,0,9,9,"29,277",3, ,20231215
2349,錸德,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2351,順德,"1,115",703,0,"1,974","2,386","45,535",1,16,0,170,185,"45,535",3, ,20231215
2352,佳世達,513,244,0,"16,193","16,462","491,695",5,1,0,823,819,"491,695",42, ,20231215
2353,宏碁,751,"1,003",14,"16,369","16,103","761,963",13,22,0,724,733,"761,963",7, ,20231215
2354,鴻準,76,79,4,"9,088","9,081","353,621",2,1,0,51,50,"353,621",1, ,20231215
2355,敬鵬,677,"1,239",0,"15,386","14,824","99,373",125,22,0,"1,396","1,293","99,373",14, ,20231215
2356,英業達,"26,028","13,708",12,"43,149","55,457","896,868","1,240","1,199",1,"2,888","2,846","896,868",595, ,20231215
2357,華碩,77,217,2,"3,282","3,140","185,690",22,3,0,281,262,"185,690",0, ,20231215
2358,廷鑫,82,207,0,"4,586","4,461","27,487",6,386,0,"1,671","2,051","27,487",0, ,20231215
2359,所羅門,538,847,0,"10,265","9,956","42,867",91,11,0,255,175,"42,867",1, ,20231215
2360,致茂,90,86,0,"1,258","1,262","106,341",0,2,0,13,15,"106,341",0, ,20231215
2362,藍天,251,236,0,"2,526","2,541","158,065",0,2,0,10,12,"158,065",0, ,20231215
2363,矽統,"14,367","20,630",11,"52,522","46,248","187,397","2,428",752,0,"12,906","11,230","187,397",305, ,20231215
2364,倫飛,87,77,0,"1,601","1,611","7,749",16,3,0,234,221,"7,749",2, ,20231215
2365,昆盈,"1,171","1,052",0,"13,531","13,650","55,382",94,245,0,180,331,"55,382",3, ,20231215
2367,燿華,"1,411","2,665",305,"36,546","34,987","167,351",73,46,0,713,686,"167,351",9, ,20231215
2368,金像電,409,261,1,"5,535","5,682","122,959",101,24,0,"2,792","2,715","122,959",7, ,20231215
2369,菱生,336,292,0,"8,494","8,538","95,025",114,5,0,974,865,"95,025",13, ,20231215
2371,大同,"1,707","1,044",2,"124,617","125,278","584,884",100,267,0,558,725,"584,884",2, ,20231215
2373,震旦行,0,0,0,60,60,"59,050",0,0,0,0,0,"59,050",0, ,20231215
2374,佳能,342,365,0,"9,092","9,069","71,886",16,5,0,91,80,"71,886",2, ,20231215
2375,凱美,162,95,0,"3,160","3,227","27,168",1,0,0,74,73,"27,168",0, ,20231215
2376,技嘉,"1,037","1,273",2,"26,752","26,514","158,922",92,24,0,"2,121","2,053","158,922",18, ,20231215
2377,微星,531,193,3,"5,337","5,672","211,214",8,2,0,115,109,"211,214",3, ,20231215
2379,瑞昱,73,115,34,"2,417","2,341","128,215",18,0,0,113,95,"128,215",4, ,20231215
2380,虹光,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2382,廣達,"1,206","1,910",10,"55,352","54,638","965,656",488,69,0,"3,658","3,239","965,656",3, ,20231215
2383,台光電,99,123,1,"3,914","3,889","85,701",92,28,0,502,438,"85,701",6, ,20231215
2385,群光,111,241,0,"1,084",954,"190,013",21,4,0,193,176,"190,013",1, ,20231215
2387,精元,374,547,0,"6,259","6,086","48,812",39,43,0,187,191,"48,812",13, ,20231215
2388,威盛,"3,108","3,753",1,"19,975","19,329","124,809",516,328,0,"5,937","5,749","124,809",33, ,20231215
2390,云辰,71,81,4,"4,407","4,393","48,154",0,0,0,100,100,"48,154",0, ,20231215
2392,正崴,528,462,0,"9,277","9,343","128,081",3,9,0,187,193,"128,081",6, ,20231215
2393,億光,98,83,0,"1,912","1,927","110,848",0,5,0,19,24,"110,848",1, ,20231215
2395,研華,5,12,0,114,107,"214,533",0,0,0,1,1,"214,533",10, ,20231215
2397,友通,0,2,0,112,110,"28,672",0,0,0,0,0,"28,672",0, ,20231215
2399,映泰,175,342,0,"13,587","13,420","44,525",5,2,0,282,279,"44,525",5, ,20231215
2401,凌陽,"1,116","1,084",0,"10,496","10,528","147,998",98,44,0,824,770,"147,998",6, ,20231215
2402,毅嘉,765,524,0,"25,606","25,847","76,884",102,11,0,758,667,"76,884",51, ,20231215
2404,漢唐,166,108,0,"1,262","1,320","47,646",4,8,0,42,46,"47,646",1, ,20231215
2405,輔信,405,528,0,"13,811","13,688","85,856",15,0,0,231,216,"85,856",11, ,20231215
2406,國碩,89,104,0,"8,568","8,553","87,726",1,1,0,22,22,"87,726",1, ,20231215
2408,南亞科,"3,019","3,566",13,"32,229","31,669","774,532",14,180,0,816,982,"774,532",12, ,20231215
2409,友達,747,"2,079",5,"92,052","90,715","1,924,849",85,103,0,"1,906","1,924","1,924,849",6, ,20231215
2412,中華電,76,1,1,550,624,"1,939,361",4,0,0,19,15,"1,939,361",0, ,20231215
2413,環科,22,190,0,"5,628","5,460","31,839",6,4,0,44,42,"31,839",0, ,20231215
2414,精技,5,4,0,118,119,"40,433",0,0,0,0,0,"40,433",0, ,20231215
2415,錩新,33,9,0,"2,213","2,237","22,500",0,0,0,8,8,"22,500",0, ,20231215
2417,圓剛,161,403,0,"9,198","8,956","39,517",87,22,0,"1,643","1,578","39,517",0, ,20231215
2419,仲琦,495,583,0,"12,207","12,119","80,329",49,114,0,524,589,"80,329",12, ,20231215
2420,新巨,1,11,0,685,675,"38,162",0,0,0,8,8,"38,162",0, ,20231215
2421,建準,468,458,2,"15,790","15,798","68,338",14,1,0,272,259,"68,338",0, ,20231215
2423,固緯,10,21,0,547,536,"36,261",0,0,0,0,0,"36,261",0, ,20231215
2424,隴華,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2425,承啟,"1,263",873,0,"10,715","11,105","24,124",11,16,0,170,175,"24,124",9, ,20231215
2426,鼎元,24,177,34,"3,642","3,455","75,155",0,1,1,6,6,"75,155",2, ,20231215
2427,三商電,94,266,2,"7,455","7,281","46,078",4,208,0,"4,191","4,395","46,078",0, ,20231215
2428,興勤,86,219,0,"3,052","2,919","32,028",4,0,0,17,13,"32,028",0, ,20231215
2429,銘旺科,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2430,燦坤,2,8,0,213,207,"29,200",0,0,0,3,3,"29,200",0, ,20231215
2431,聯昌,19,0,0,"1,625","1,644","27,731",0,0,0,1,1,"27,731",0, ,20231215
2433,互盛電,0,0,0,2,2,"36,124",0,0,0,0,0,"36,124",0, ,20231215
2434,統懋,1,3,0,227,225,"2,377",0,0,0,0,0,"2,377",0, ,20231215
2436,偉詮電,255,437,15,"11,816","11,619","44,502",56,12,0,"1,368","1,324","44,502",0, ,20231215
2438,翔耀,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2439,美律,379,202,0,"4,306","4,483","54,846",51,32,0,642,623,"54,846",1, ,20231215
2440,太空梭,0,0,0,218,218,0,0,0,0,0,0,0,0,OX ,20231215
2441,超豐,120,84,0,881,917,"142,211",0,1,0,16,17,"142,211",3, ,20231215
2442,新美齊,531,172,0,"4,268","4,627","61,959",0,0,0,10,10,"61,959",1, ,20231215
2443,昶虹,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2444,兆勁,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231215
2449,京元電子,"1,066","1,071",0,"5,632","5,627","305,686",176,20,0,"1,695","1,539","305,686",17, ,20231215
2450,神腦,2,0,0,83,85,"64,563",0,0,0,0,0,"64,563",0, ,20231215
2451,創見,39,35,0,779,783,"107,265",0,0,0,36,36,"107,265",0, ,20231215
2453,凌群,45,176,0,"5,361","5,230","25,000",4,0,0,93,89,"25,000",0, ,20231215
2454,聯發科,381,322,24,"5,651","5,686","399,911",37,45,2,447,453,"399,911",1, ,20231215
2455,全新,56,72,0,"2,312","2,296","46,226",4,3,0,597,596,"46,226",0, ,20231215
2457,飛宏,787,669,0,"28,202","28,320","98,422",77,81,0,"2,184","2,188","98,422",16, ,20231215
2458,義隆,261,172,0,"3,400","3,489","75,970",12,2,0,161,151,"75,970",0, ,20231215
2459,敦吉,1,0,0,247,248,"26,398",0,0,0,0,0,"26,398",0, ,20231215
2460,建通,61,103,0,"5,027","4,985","42,300",9,1,0,121,113,"42,300",0, ,20231215
2461,光群雷,19,72,0,"10,153","10,100","42,365",0,0,0,27,27,"42,365",0, ,20231215
2462,良得電,100,149,0,"12,267","12,218","30,302",99,2,0,526,429,"30,302",0, ,20231215
2464,盟立,17,4,0,"2,199","2,212","48,882",0,0,0,38,38,"48,882",1, ,20231215
2465,麗臺,0,6,0,101,95,0,0,0,0,53,53,0,0,OX ,20231215
2466,冠西電,1,9,0,"1,159","1,151","40,952",0,0,0,0,0,"40,952",0, ,20231215
2467,志聖,262,31,0,"1,859","2,090","39,188",3,9,0,24,30,"39,188",0, ,20231215
2468,華經,85,102,0,"4,635","4,618","17,490",8,7,0,151,150,"17,490",0, ,20231215
2471,資通,20,17,0,"2,735","2,738","11,813",2,1,0,12,11,"11,813",0, ,20231215
2472,立隆電,395,404,5,"4,913","4,899","41,183",0,13,6,47,54,"41,183",0, ,20231215
2474,可成,105,95,0,"1,662","1,672","170,091",0,2,0,5,7,"170,091",0, ,20231215
2476,鉅祥,"1,335","2,028",0,"22,025","21,332","47,663",38,33,0,456,451,"47,663",26, ,20231215
2477,美隆電,57,8,0,"1,576","1,625","39,643",0,0,0,0,0,"39,643",0, ,20231215
2478,大毅,6,57,0,"1,264","1,213","36,182",0,0,0,6,6,"36,182",0, ,20231215
2480,敦陽科,1,2,0,719,718,"26,590",0,0,0,7,7,"26,590",0, ,20231215
2481,強茂,"3,519","1,795",4,"14,185","15,905","95,528",12,24,0,80,92,"95,528",49, ,20231215
2482,連宇,194,155,0,"6,674","6,713","19,470",10,11,0,"1,172","1,173","19,470",0, ,20231215
2483,百容,5,2,0,"1,779","1,782","27,273",0,0,0,1,1,"27,273",0, ,20231215
2484,希華,25,61,4,"6,139","6,099","39,855",0,0,0,29,29,"39,855",1, ,20231215
2485,兆赫,74,77,0,"16,461","16,458","79,422",1,10,0,470,479,"79,422",0, ,20231215
2486,一詮,193,473,0,"20,934","20,654","55,489",7,74,0,851,918,"55,489",5, ,20231215
2488,漢平,5,42,0,"1,227","1,190","19,999",0,1,0,9,10,"19,999",0, ,20231215
2489,瑞軒,108,219,0,"6,280","6,169","185,025",0,0,0,16,16,"185,025",0, ,20231215
2491,吉祥全,0,0,0,67,67,0,0,0,0,0,0,0,0,OX ,20231215
2492,華新科,727,633,0,"9,633","9,727","121,451",31,1,0,420,390,"121,451",0, ,20231215
2493,揚博,48,53,0,"1,134","1,129","28,609",1,0,0,39,38,"28,609",1, ,20231215
2495,普安,89,129,0,"7,546","7,506","68,387",16,0,0,18,2,"68,387",6, ,20231215
2496,卓越,0,5,0,273,268,"4,775",0,0,0,0,0,"4,775",0, ,20231215
2497,怡利電,25,52,0,"5,306","5,279","30,699",1,2,0,269,270,"30,699",0, ,20231215
