StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
04209P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04210P,79000,2,159580,2.02,2.02,2.02,2.02,0.0,2023-01-06
04211P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04212P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04213P,30000,2,24600,0.83,0.83,0.8,0.8,0.0,2023-01-06
04214P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04215P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04216P,323000,10,709940,2.22,2.27,2.17,2.17,-0.12,2023-01-06
04217P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04218P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04219P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04220P,61000,1,105530,1.73,1.73,1.73,1.73,-0.01,2023-01-06
04221P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04222P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04223P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04224P,106000,1,68900,0.65,0.65,0.65,0.65,-0.08,2023-01-06
04226P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04227P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04228P,2000,1,1460,0.73,0.73,0.73,0.73,-0.01,2023-01-06
04229P,80000,1,128000,1.6,1.6,1.6,1.6,0.0,2023-01-06
04230P,56000,3,72620,1.27,1.3,1.27,1.3,0.04,2023-01-06
04231P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04232P,10000,1,7800,0.78,0.78,0.78,0.78,0.01,2023-01-06
04233P,98000,2,64480,0.68,0.68,0.64,0.64,0.0,2023-01-06
04234P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04235P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04236P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04237P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04238P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04239P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04240P,139000,4,100300,0.76,0.76,0.7,0.7,-0.03,2023-01-06
04241P,135000,4,417910,3.15,3.15,2.85,2.85,-0.62,2023-01-06
042424,100000,3,7000,0.07,0.07,0.07,0.07,0.01,2023-01-06
04242P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04243P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04244P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04245P,50000,3,167500,3.38,3.38,3.33,3.33,-0.35,2023-01-06
04246P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04247P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04248P,80000,2,31640,0.4,0.4,0.37,0.37,0.0,2023-01-06
04249P,310000,15,488600,1.73,1.73,1.52,1.52,-0.25,2023-01-06
04250P,598000,10,1320080,2.33,2.33,2.11,2.11,-0.25,2023-01-06
04251P,75000,1,87000,1.16,1.16,1.16,1.16,-0.04,2023-01-06
04252P,20000,1,5400,0.27,0.27,0.27,0.27,-0.02,2023-01-06
04253P,100000,1,14000,0.14,0.14,0.14,0.14,-0.01,2023-01-06
04254P,187000,4,160000,0.85,0.86,0.85,0.85,0.03,2023-01-06
04255P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04256P,719000,4,172760,0.24,0.25,0.24,0.25,-0.04,2023-01-06
04257P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04259P,10000,3,3700,0.37,0.37,0.37,0.37,-0.02,2023-01-06
04260P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04261P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04262P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04263P,8000,2,15310,1.91,1.92,1.91,1.92,-0.02,2023-01-06
04264P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04266P,74000,1,58460,0.79,0.79,0.79,0.79,-0.07,2023-01-06
04267P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
